PairdID,Ecosystem,SourceUUTMethodName,SourceUUTStart,SourceUUTEnd,TargetMethodName,TargetMethodStart,TargetMethodEnd,SourceMatchedPercent,SourceUnMatchedPercent,TargetMatchedPercent,TargetUnMatchedPercent,SourceMatchingGroup,Rating1,Rating2,Rating,Rater1CloneType,Rater2CloneType,Rater1AcceptStatus,Rater2AcceptStatus,,Rating,,"14, 21, 55, 59, 64, 68, 94, 96, 97, 122, 134, 137, 142, 152, 163, 164, 174, 177, 178, 211, 222, 230, 238, 249, 273, 275, 284, 285, 311, 314, 315, 322"
157,dropwizard/dropwizard,getKeyStorePath,322,328,getKeyStorePath,285,290,83.33,16.67,100,0,80-89,4,0,2,1,0,Accept,,,,,
158,dropwizard/dropwizard,build,100,139,build,153,180,79.35,20.65,95.3,4.7,70-79,0,0,0,3,0,Accept,,,,,
159,dropwizard/dropwizard,build,186,207,appender,282,293,48.63,51.37,100,0,40-49,0,0,0,3,0,Accept,,,,,
160,secure-software-engineering/soot-infoflow,setSootConfig,166,170,setSootConfig,306,311,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
161,secure-software-engineering/soot-infoflow,getUseRecursiveAccessPaths,230,234,getUseRecursiveAccessPaths,889,893,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
162,secure-software-engineering/soot-infoflow,isPathBetweenMethods,222,238,isPathBetweenMethods,287,303,87.88,12.12,93.55,6.45,80-89,4,0,2,2,0,Accept,,,,,
163,matyb/java-koans,toString,108,113,toString,20,31,100,0,100,0,100,0,0,0,4,3,Reject,Accept,,1,,
164,matyb/java-koans,toString,108,113,toString,20,31,100,0,100,0,100,0,0,0,4,3,Reject,Accept,,1,,
165,dcm4che/dcm4che,endElement,268,313,startElement,95,171,100,0,100,0,100,0,0,0,0,0,,,,,,
166,dcm4che/dcm4che,endElement,268,313,startElement,95,171,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
167,scobal/seyren,getError,34,39,getError,119,124,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
168,scobal/seyren,getWarn,19,24,getWarn,104,109,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
169,arquillian/arquillian-container-tomcat,setBindAddress,85,90,setBindAddress,90,95,94.12,5.88,100,0,90-100,4,0,2,2,0,Accept,,,,,
170,arquillian/arquillian-container-tomcat,setup,94,101,setup,76,82,84.85,15.15,100,0,80-89,4,0,2,3,0,Accept,,,,,
171,jdeferred/jdeferred,ValueHolder,23,26,ValueHolder,23,26,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
172,jdeferred/jdeferred,ValueHolder,23,26,ValueHolder,23,26,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
173,tfnico/guava-examples,getId,90,94,getId,212,216,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
174,tfnico/guava-examples,getId,90,94,getId,212,216,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
175,robert-bor/aho-corasick,tokenize,84,105,tokenize,59,79,88.24,11.76,96.72,3.28,80-89,4,0,2,2,0,Accept,,,,,
176,jenkinsci/jclouds-plugin,getAllProviders,646,658,doFillProviderNameItems,389,407,97.8,2.2,93.39,6.61,90-100,0,0,0,3,0,Accept,,,,,
177,lemire/javaewah,cardinality,571,589,toDebugString,1618,1639,100,0,96.69,3.31,100,0,0,0,1,3,Reject,Accept,,1,,
178,lemire/javaewah,clear,592,599,clear,548,555,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
179,lemire/javaewah,not,952,1000,setSizeInBitsWithinLastWord,1361,1399,98.23,1.77,69.57,30.43,90-100,4,0,2,3,0,Accept,,,,,
180,lemire/javaewah,cardinality,564,581,toArray,1529,1560,87.27,12.73,97.5,2.5,80-89,0,0,0,4,0,Accept,,,,,
181,OrbitzWorldwide/consul-client,getTaggedAddresses,28,31,getTaggedAddresses,28,31,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
182,OrbitzWorldwide/consul-client,acquireLock,647,651,acquireLock,471,475,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
183,spotify/docker-client,builder,388,392,builder,113,117,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
184,spotify/docker-client,fromDockerConfig,143,148,fromDockerConfig,117,122,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
185,lightcouch/LightCouch,remove,402,410,remove,371,379,100,0,96.61,3.39,100,4,0,2,2,0,Accept,,,,,
186,lightcouch/LightCouch,remove,402,410,remove,436,444,100,0,96.61,3.39,100,4,0,2,2,0,Accept,,,,,
187,lightcouch/LightCouch,find,78,85,find,178,185,95.92,4.08,52.63,47.37,90-100,3,0,1.5,3,0,Accept,,,,,
188,lightcouch/LightCouch,contains,91,105,contains,291,304,89.83,10.17,83.05,16.95,80-89,4,0,2,3,0,Accept,,,,,
189,lightcouch/LightCouch,find,182,189,find,208,214,76.79,23.21,93.88,6.12,70-79,0,0,0,3,0,Accept,,,,,
190,jboss-switchyard/quickstarts,isAccepted,89,93,isAccepted,89,93,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
191,jboss-switchyard/quickstarts,setItemId,105,109,setItemId,105,109,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
192,trautonen/coveralls-maven-plugin,execute,160,198,execute,229,265,93.4,6.6,95.15,4.85,90-100,4,0,2,3,0,Accept,,,,,
193,Netflix/denominator,remove,64,69,doRun,88,114,100,0,22.77,77.23,100,4,0,2,1,0,Accept,,,,,
194,Netflix/denominator,remove,64,69,remove,82,87,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
195,Netflix/denominator,assertSessionRequest,85,92,assertSessionRequest,87,95,96.77,3.23,94.29,5.71,90-100,3,0,1.5,3,0,Accept,,,,,
196,Netflix/denominator,doRun,220,252,doRun,131,166,87.86,12.14,52.43,47.57,80-89,3,0,1.5,3,0,Accept,,,,,
197,Netflix/denominator,next,30,53,next,57,88,75.71,24.29,65.82,34.18,70-79,3,0,1.5,3,0,Accept,,,,,
198,Netflix/denominator,next,30,53,next,31,53,66.43,33.57,87.74,12.26,60-69,3,0,1.5,3,0,Accept,,,,,
199,agoncal/agoncal-application-petstore-ee7,getId,79,84,getId,222,226,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
200,agoncal/agoncal-application-petstore-ee7,Customer,111,123,Customer,84,94,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
201,agoncal/agoncal-application-petstore-ee7,setId,60,65,setId,75,79,93.75,6.25,100,0,90-100,4,0,2,2,0,Accept,,,,,
202,agoncal/agoncal-application-petstore-ee7,setId,60,65,setId,168,172,87.5,12.5,94.12,5.88,80-89,4,0,2,2,0,Accept,,,,,
203,tinkerpop/blueprints,setProperty,39,46,setProperty,38,45,95.65,4.35,100,0,90-100,4,0,2,2,0,Accept,,,,,
204,tinkerpop/blueprints,remove,154,202,removeVertex,206,234,67.63,32.37,80.11,19.89,60-69,0,0,0,3,0,Accept,,,,,
205,zauberlabs/gnip4j,setValue,39,43,setValue,34,38,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
206,zauberlabs/gnip4j,setValue,39,43,setValue,62,66,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
207,zauberlabs/gnip4j,getObjectMapper,43,57,getObjectMapper,75,87,96.51,3.49,100,0,90-100,4,0,2,3,0,Accept,,,,,
208,zauberlabs/gnip4j,getDisplayName,326,330,getDisplayName,35,39,88.89,11.11,100,0,80-89,4,0,2,2,0,Accept,,,,,
209,zauberlabs/gnip4j,getObjectType,334,338,getObjectType,43,47,33.33,66.67,100,0,30-39,4,0,2,2,0,Accept,,,,,
210,Netflix/suro,getZkClient,60,63,getZkClient,60,63,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
211,Netflix/suro,getZkClient,60,63,getZkClient,60,63,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
212,Netflix/suro,start,61,106,start,49,90,94.07,5.93,100,0,90-100,4,0,2,3,0,Accept,,,,,
213,jhunters/jprotobuf,newBuilder,268,269,newBuilder,324,325,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
214,jhunters/jprotobuf,getList,137,151,getList,22,23,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
215,jhunters/jprotobuf,build,436,445,build,1109,1117,93.33,6.67,100,0,90-100,4,0,2,1,0,Accept,,,,,
216,jhunters/jprotobuf,setList,446,456,addList3,765,775,85.71,14.29,85.71,14.29,80-89,3,0,1.5,3,0,Accept,,,,,
217,Agilefant/agilefant,getId,88,97,getId,91,98,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
218,Agilefant/agilefant,setId,102,106,setId,48,52,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
219,Agilefant/agilefant,getStory,33,38,getStory,241,245,90,10,100,0,90-100,4,0,2,1,0,Accept,,,,,
220,Agilefant/agilefant,getName,106,113,getTaskComment,106,117,82.35,17.65,66.67,33.33,80-89,0,0,0,4,0,Accept,,,,,
221,Agilefant/agilefant,getId,71,78,getId,25,30,73.68,26.32,100,0,70-79,4,0,2,3,0,Accept,,,,,
222,Agilefant/agilefant,getId,88,97,getId,34,40,66.67,33.33,100,0,60-69,4,4,4,3,2,Accept,Accept,,1,,
223,Agilefant/agilefant,getId,71,78,getId,28,34,52.63,47.37,90.91,9.09,50-59,4,0,2,3,0,Accept,,,,,
224,Agilefant/agilefant,getId,88,97,getId,35,41,47.62,52.38,90.91,9.09,40-49,4,0,2,3,0,Accept,,,,,
225,helun/Ektorp,buildQuery,578,653,buildQueryURI,598,667,100,0,98.28,1.72,100,0,0,0,3,0,Accept,,,,,
226,helun/Ektorp,post,100,105,post,75,80,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
227,helun/Ektorp,areEqual,31,43,equals,59,63,90.24,9.76,100,0,90-100,0,0,0,4,0,Reject,,,,,
228,jboss/metadata,parse,50,54,parse,50,54,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
229,jboss/metadata,getJaccContextID,437,441,getJaccContextID,356,360,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
230,twilio/twilio-java,delete,58,65,delete,86,93,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
231,twilio/twilio-java,getAccountSid,84,88,getAccountSid,114,118,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
232,twilio/twilio-java,TwilioRestClient,127,166,TwilioClient,124,158,81.09,18.91,84.29,15.71,80-89,4,0,2,3,0,Accept,,,,,
233,twilio/twilio-java,getResourceLocation,77,89,getResourceLocation,72,79,51.28,48.72,74.07,25.93,50-59,0,0,0,3,0,Accept,,,,,
234,demoiselle/behave,waitElement,202,215,waitElementOnlyVisible,209,218,100,0,67.92,32.08,100,4,0,2,1,0,Accept,,,,,
235,demoiselle/behave,waitElement,202,215,waitElementOnlyVisible,209,218,100,0,67.92,32.08,100,4,0,2,1,0,Accept,,,,,
236,taskadapter/redmine-java-api,getId,34,38,getId,8,12,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
237,taskadapter/redmine-java-api,getName,42,46,getName,30,34,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
238,taskadapter/redmine-java-api,uploadAttachment,766,784,uploadAttachment,132,149,98.95,1.05,99,1,90-100,0,0,0,3,3,Accept,Accept,,1,,
239,taskadapter/redmine-java-api,getId,107,112,getId,28,32,80,20,100,0,80-89,4,0,2,3,0,Accept,,,,,
240,taskadapter/redmine-java-api,getCustomField,504,513,toString,182,187,77.14,22.86,88.89,11.11,70-79,0,0,0,3,0,Accept,,,,,
241,kpelykh/docker-java,getId,22,26,getId,23,27,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
242,kpelykh/docker-java,getId,22,26,getId,20,24,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
243,kpelykh/docker-java,push,277,292,impl,50,64,74.03,25.97,97.26,2.74,70-79,0,0,0,3,0,Accept,,,,,
244,jenkinsci/deploy-plugin,configure,44,55,configure,34,45,95.77,4.23,98.55,1.45,90-100,4,0,2,2,0,Accept,,,,,
245,jenkinsci/deploy-plugin,configure,54,74,configure,34,45,47.55,52.45,98.55,1.45,40-49,4,0,2,2,0,Accept,,,,,
246,edwardcapriolo/filecrush,createValue,75,80,createValue,78,83,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
247,edwardcapriolo/filecrush,createValue,75,80,createValue,78,83,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
248,t0xa/gelfj,getFullMessage,219,223,getFullMessage,74,78,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
249,t0xa/gelfj,getFacility,132,136,getFacility,99,103,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
250,t0xa/gelfj,toUDPBuffers,88,107,toUDPBuffers,68,90,94.57,5.43,87.74,12.26,90-100,0,0,0,3,0,Accept,,,,,
251,t0xa/gelfj,activateOptions,170,205,start,241,290,89.63,10.37,80.44,19.56,80-89,4,0,2,3,0,Accept,,,,,
252,lessthanoptimal/BoofCV,CameraPinholeBrown,65,72,CameraPinhole,55,62,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
253,lessthanoptimal/BoofCV,fillUniform,397,439,copy,89,133,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
254,lessthanoptimal/BoofCV,transformChangeModel_F32,103,170,transformChangeModel,54,127,98.98,1.02,88.79,11.21,90-100,0,0,0,3,0,Accept,,,,,
255,lessthanoptimal/BoofCV,logicAnd,70,90,logicAnd,30,46,83.8,16.2,99.17,0.83,80-89,0,0,0,3,0,Accept,,,,,
256,lessthanoptimal/BoofCV,compute,44,53,compute,43,50,79.63,20.37,100,0,70-79,4,0,2,3,0,Accept,,,,,
257,lessthanoptimal/BoofCV,DetectFiducialSquareBinary,97,120,DetectFiducialSquareHamming,78,96,63.57,36.43,86.96,13.04,60-69,0,0,0,3,0,Accept,,,,,
258,lessthanoptimal/BoofCV,pathExampleURL,127,167,pathExample,39,66,52.76,47.24,88.31,11.69,50-59,0,0,0,3,0,Accept,,,,,
259,lessthanoptimal/BoofCV,process,57,64,process,49,54,41.67,58.33,100,0,40-49,4,0,2,3,0,Accept,,,,,
260,lessthanoptimal/BoofCV,initialize,73,94,initialize,66,75,30.17,69.83,80,20,30-39,0,0,0,3,0,Accept,,,,,
261,lessthanoptimal/BoofCV,fsetK,93,108,CameraPinholeBrown,62,69,28.21,71.79,100,0,20-29,0,0,0,3,0,Accept,,,,,
262,lessthanoptimal/BoofCV,process_I8,42,122,process_I8,42,120,10.29,89.71,94.87,5.13,10-19,4,0,2,3,0,Accept,,,,,
263,vmi/selenese-runner-java,replaceVars,172,177,replaceVars,67,72,96.15,3.85,96.15,3.85,90-100,4,0,2,2,0,Accept,,,,,
264,vmi/selenese-runner-java,execute,236,254,execute,149,172,64.58,35.42,58.47,41.53,60-69,0,0,0,3,0,Accept,,,,,
265,vmi/selenese-runner-java,execute,149,172,execute,236,254,58.47,41.53,64.58,35.42,50-59,0,0,0,3,0,Accept,,,,,
266,vmi/selenese-runner-java,execute,116,137,appendString,94,104,45.28,54.72,65.75,34.25,40-49,0,0,0,3,0,Accept,,,,,
267,vmi/selenese-runner-java,execute,149,172,execute,59,71,35.59,64.41,81.63,18.37,30-39,0,0,0,3,0,Accept,,,,,
268,LMAX-Exchange/disruptor,haltLater,97,102,halt,46,52,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
269,LMAX-Exchange/disruptor,getSequence,81,87,getSequence,29,35,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
270,LMAX-Exchange/disruptor,halt,87,94,halt,1513,1519,94.74,5.26,100,0,90-100,4,0,2,2,0,Accept,,,,,
271,Esri/geometry-api-java,next,18,26,next,20,32,100,0,70,30,100,3,0,1.5,3,0,Accept,,,,,
272,Esri/geometry-api-java,next,18,26,next,50,58,100,0,100,0,100,3,0,1.5,2,0,Accept,,,,,
273,Esri/geometry-api-java,OperatorEnclosingCircleCursor,12,18,OperatorOffsetCursor,35,50,96.77,3.23,45.45,54.55,90-100,0,0,0,3,3,Accept,Accept,,1,,
274,Esri/geometry-api-java,next,24,38,next,53,69,87.01,12.99,72.22,27.78,80-89,3,0,1.5,3,0,Accept,,,,,
275,Esri/geometry-api-java,next,18,30,next,50,58,70,30,100,0,70-79,0,0,0,3,3,Accept,Accept,,1,,
276,Esri/geometry-api-java,Equals,254,271,equals,217,224,51.47,48.53,100,0,50-59,3,0,1.5,3,0,Accept,,,,,
277,Esri/geometry-api-java,getOperator,125,134,getPersistenceFromInt,326,335,37.5,62.5,42.31,57.69,30-39,0,0,0,4,0,Accept,,,,,
278,Esri/geometry-api-java,next,36,53,next,50,58,26.58,73.42,100,0,20-29,3,0,1.5,3,0,Accept,,,,,
279,jmeter-maven-plugin/jmeter-maven-plugin,stripCarriageReturns,30,34,stripCarriageReturns,41,45,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
280,jmeter-maven-plugin/jmeter-maven-plugin,stripCarriageReturns,30,34,stripCarriageReturns,42,46,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
281,jmeter-maven-plugin/jmeter-maven-plugin,hasTestPassed,47,78,scanForProblems,39,53,50,50,100,0,50-59,0,0,0,3,0,Accept,,,,,
282,functionaljava/functionaljava,traverseF,782,790,traverseP1,639,646,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
283,functionaljava/functionaljava,some,920,924,some,625,630,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
284,functionaljava/functionaljava,traverseOption,823,830,traverseP1,598,605,65,35,95.12,4.88,60-69,0,0,0,2,3,Accept,Accept,,1,,
285,xetorthio/jedis,hgetAll,1008,1015,rpop,1339,1346,100,0,100,0,100,0,0,0,3,3,Accept,Accept,,1,,
286,xetorthio/jedis,clientList,3228,3235,scan,3745,3750,100,0,42.86,57.14,100,0,0,0,4,0,Accept,,,,,
287,xetorthio/jedis,clientId,3653,3660,clientId,4344,4351,90.48,9.52,95,5,90-100,4,0,2,2,0,Accept,,,,,
288,xetorthio/jedis,xpending,4482,4490,xpending,2557,2568,84.62,15.38,72.94,27.06,80-89,0,0,0,3,0,Accept,,,,,
289,xetorthio/jedis,connect,166,210,createSocket,67,114,75.12,24.88,76.72,23.28,70-79,0,0,0,3,0,Accept,,,,,
290,lordofthejars/nosql-unit,Book,8,14,setNumberOfPages,21,26,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
291,lordofthejars/nosql-unit,getTitle,26,30,getTitle,14,18,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
292,lordofthejars/nosql-unit,Book,8,14,Book,21,26,96.15,3.85,100,0,90-100,3,0,1.5,3,0,Accept,,,,,
293,lordofthejars/nosql-unit,addNeoFriend,36,49,createNodes,213,231,73.68,26.32,37.78,62.22,70-79,0,0,0,3,0,Accept,,,,,
294,sendgrid/sendgrid-java,getValue,41,46,getValue,33,38,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
295,sendgrid/sendgrid-java,getValue,41,46,getValue,33,38,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
296,sendgrid/sendgrid-java,setValue,46,51,setValue,38,42,69.57,30.43,100,0,60-69,4,0,2,3,0,Accept,,,,,
297,shyiko/mysql-binlog-connector-java,query,1132,1148,execute,1098,1109,100,0,97.96,2.04,100,0,0,0,3,0,Reject,,,,,
298,shyiko/mysql-binlog-connector-java,query,1132,1148,execute,1098,1109,100,0,97.96,2.04,100,0,0,0,3,0,Reject,,,,,
299,peter-lawrey/Java-Chronicle,clear,231,236,clear,196,201,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
300,peter-lawrey/Java-Chronicle,readChar,68,71,readChar,65,68,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
301,peter-lawrey/Java-Chronicle,index,64,82,index,173,201,98.84,1.16,57.78,42.22,90-100,3,0,1.5,3,0,Accept,,,,,
302,peter-lawrey/Java-Chronicle,InProcessChronicleSource,66,77,ChronicleSource,57,68,88.46,11.54,90.2,9.8,80-89,0,0,0,3,0,Accept,,,,,
303,aeshell/aesh,TerminalPage,36,41,TerminalPage,23,28,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
304,aeshell/aesh,getAsList,120,128,getAsList,107,115,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
305,aeshell/aesh,loadPage,47,100,loadPage,60,108,96.94,3.06,99.55,0.45,90-100,4,0,2,2,0,Accept,,,,,
306,aeshell/aesh,ExportManager,61,69,ExportManager,42,49,75.61,24.39,100,0,70-79,0,0,0,3,0,Accept,,,,,
307,TomasMikula/RichTextFX,StyleSpansBuilder,114,118,StyleSpansBuilder,95,99,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
308,TomasMikula/RichTextFX,singleton,24,28,singleton,16,20,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
309,TomasMikula/RichTextFX,getText,412,422,getText,317,327,96,4,94.12,5.88,90-100,4,0,2,2,0,Accept,,,,,
310,yandex-qatools/htmlelements,getTextInputList,80,84,getTextInputList,79,83,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
311,yandex-qatools/htmlelements,getTextInput,67,71,getTextInput,68,72,100,0,100,0,100,4,4,4,1,1,Accept,Accept,,1,,
312,jboss-logging/jboss-logmanager,SizeRotatingFileHandler,42,45,SizeRotatingFileHandler,42,45,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
313,jboss-logging/jboss-logmanager,SizeRotatingFileHandler,42,45,SizeRotatingFileHandler,41,44,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
314,jboss-logging/jboss-logmanager,setFile,139,151,setFile,138,150,85.07,14.93,100,0,80-89,4,4,4,3,3,Accept,Accept,,1,,
315,jboss-logging/jboss-logmanager,setFile,139,151,setFile,135,147,79.1,20.9,100,0,70-79,4,4,4,3,3,Accept,Accept,,1,,
316,spullara/redis-protocol,addListener,268,272,addListener,319,323,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
317,spullara/redis-protocol,addListener,268,272,addListener,319,323,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
318,linkedin/parseq,setEndNanos,129,134,setTaskType,178,183,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
319,linkedin/parseq,await,202,206,await,142,146,100,0,100,0,100,4,0,2,1,0,Accept,,,,,
320,linkedin/parseq,equals,191,244,equals,65,87,40.25,59.75,100,0,40-49,0,0,0,3,0,Accept,,,,,
